3,2861678	9,2889927
-6,6363584	1,6208906
-6,2113126	1,529652
-7,5221252	1,8895797
6,8691254	2,7598924
-6,9010333	2,3418385
-5,4927538	1,4924089
-7,277415	1,9571366
6,3076533	2,3172724
-6,3972593	1,5983756
2,8834751	9,7839042
-6,6021741	2,0382669
-6,7982919	1,7796472
-6,398394	1,1552843
6,6920096	2,4401603
6,8543548	2,6219581
-5,9856385	1,339361
-6,7016913	1,4020201
2,8261989	9,4602687
6,5573705	2,3412985
6,5853637	2,4893883
7,0348297	2,6093769
-6,0046423	1,3431458
6,2170868	2,5814414
6,6778909	2,1896306
6,5217085	2,2163962
3,9409939	9,2649626
6,9263918	2,5154629
-7,6035218	2,0455714
6,5763814	2,6626775
6,5398121	2,4148822
6,6817307	2,4605948
-7,5139699	2,565515
-7,2898006	1,8347322
-6,6263854	1,4237461
-7,3092483	2,3069885
-7,86234	1,9850369
-6,1175746	1,8554351
-5,7336613	2,4019942
-6,1635163	1,33923
3,3484511	9,3796378
-6,5768651	2,1573359
-6,3665694	2,618063
7,1257991	2,6750822
-5,9457945	2,3530954
-6,3885601	1,1267002
-6,6315359	1,5325331
-7,5535314	1,6219899
6,7154099	2,5138188
-6,3702619	1,3520561
3,7393199	9,5548276
-6,579264	2,3282251
-7,0783949	1,807963
3,3638668	9,4268218
-6,9926992	1,3948906
-6,7435513	1,2798423
-6,5359822	2,2026653
6,7845031	2,3278066
6,5138113	2,2901097
-6,9886367	2,0517111
-6,9066511	2,3025069
-6,2900307	2,0380376
-6,5361966	1,9575019
-7,2234935	1,7052261
-6,2337159	1,4358833
-6,5091116	1,9061231
-6,5167048	1,1160132
-6,1217975	1,5657793
3,4528434	9,6509383
-6,7915813	1,9697999
-6,1687287	1,4803116
-6,8629375	1,1763842
6,7929247	2,399094
6,46747	2,5201696
6,7702263	2,4749249
4,1550103	9,7404251
6,1067206	2,0856808
6,5261922	2,3698102
3,6772755	9,8332151
-7,6862233	2,1474351
-6,8368886	1,8979322
-6,7121674	0,897298
6,5812787	2,3783736
-7,1573037	1,436283
7,1121233	2,3306123
