5,8150639	5,7008153
-6,6172632	-6,9713189
5,3305571	5,6452462
5,9906014	5,7182458
-3,2644358	3,7757549
-6,5893724	-6,1499332
-5,9993115	-5,9695217
-6,5840948	-7,0797091
-6,8338468	-6,620001
5,589898	5,8922635
5,3751393	5,2855697
-3,3733946	2,6754956
-7,1823043	-7,0405079
5,7527675	5,6194214
5,7346623	5,7171277
-3,5195669	3,7504428
-5,4770509	-6,5944537
-5,990384	-6,5390612
-6,5191382	-7,1932292
-5,8419299	-6,7770974
-2,6664112	4,4384407
-3,0120669	3,947615
-6,6096897	-5,996503
-6,6709008	-6,6711119
-6,3686816	-6,8488481
5,7672	5,9378536
5,3646442	5,3685534
-3,3103717	3,8878399
5,2494559	5,2113564
-6,564413	-5,5180154
-5,9709191	-5,5457468
5,2921424	5,6830616
-7,1734743	-5,8226578
-3,1276117	4,0896504
-3,866674	3,5128679
-3,0472753	3,763713
-6,8741073	-6,8846956
5,6252727	5,3392822
-3,2470347	3,762101
-6,0954096	-6,055511
-6,5626744	-5,8732004
-3,1879448	3,7518658
-6,6730804	-5,8055139
-5,9305972	-6,4602653
-6,3700249	-6,2383944
-6,3899466	-6,451602
-6,203859	-6,7137439
-6,7690193	-6,0873583
-2,7068783	3,6502418
-6,541174	-6,3686533
-6,3575408	-6,1907171
5,4707968	5,7731913
-3,4271284	3,7193882
5,8091386	5,6489869
-2,5069162	4,0452833
-6,7387175	-6,3902027
-6,6546639	-6,2256961
-6,0882115	-4,6570405
-5,6936544	-6,5289866
-2,6805473	4,5906096
5,9441214	5,6763093
-6,2582307	-6,3038846
-3,9062549	3,5971778
-5,94917	-5,9399062
-6,046063	-6,2995845
6,1402217	5,5577596
5,4184002	5,6194888
5,0934487	5,5060794
5,7309324	5,5489948
-6,6791466	-6,1851436
-6,5735292	-6,0325757
6,0060924	5,6447223
-6,2085409	-6,1654204
-3,3990049	4,4275755
-6,5057193	-6,8513638
-6,112734	-5,8686442
-5,8699696	-6,144662
5,6293124	5,702617
-6,5333238	-6,4741346
